image_id,label,sim_pos_patch_max,patch_level_accuracy
14831,cat,0.049922198,0.0
543581,cat,0.064432815,0.012152777777777778
179392,cat,0.04542391,0.006944444444444444
80666,cat,0.04815065,0.001736111111111111
157807,cat,0.04407847,0.013888888888888888
22892,cat,0.056602173,0.034722222222222224
316015,cat,0.04970196,0.006944444444444444
279145,cat,0.057375744,0.012152777777777778
106389,cat,0.043837458,0.010416666666666666
202445,cat,0.047367714,0.0
475732,cat,0.035046753,0.0
108244,cat,0.049930904,0.026041666666666668
255965,cat,0.046163857,0.008680555555555556
375493,cat,0.056111798,0.019097222222222224
98839,cat,0.04449564,0.001736111111111111
14007,cat,0.04934437,0.008680555555555556
568690,cat,0.051662892,0.041666666666666664
80949,cat,0.047189806,0.027777777777777776
377000,cat,0.047507904,0.013888888888888888
149222,cat,0.051279187,0.012152777777777778
271728,cat,0.04329682,0.010416666666666666
416170,cat,0.055956226,0.019097222222222224
333772,cat,0.050475582,0.03298611111111111
245576,cat,0.050319023,0.013888888888888888
520531,cat,0.051789828,0.006944444444444444
364297,cat,0.047387805,0.019097222222222224
166277,cat,0.051667966,0.022569444444444444
443303,cat,0.041318737,0.005208333333333333
558073,cat,0.04354132,0.008680555555555556
304560,cat,0.047331236,0.020833333333333332
181859,cat,0.050444696,0.03993055555555555
515025,cat,0.04651145,0.010416666666666666
432468,cat,0.041658357,0.003472222222222222
458255,cat,0.055995196,0.010416666666666666
287649,cat,0.04243254,0.008680555555555556
297085,cat,0.059959732,0.041666666666666664
490171,dog,0.042092226,0.003472222222222222
474164,dog,0.036344487,0.0
193674,dog,0.037613686,0.001736111111111111
90003,dog,0.037277278,0.001736111111111111
7386,dog,0.042872146,0.015625
206831,dog,0.038485505,0.012152777777777778
125405,dog,0.03611094,0.001736111111111111
543581,dog,0.03663058,0.005208333333333333
283412,dog,0.030580146,0.0
385997,dog,0.040802535,0.010416666666666666
389933,dog,0.030447386,0.0
367195,dog,0.03510012,0.013888888888888888
246454,dog,0.040999997,0.006944444444444444
364636,dog,0.04221707,0.008680555555555556
255664,dog,0.035424247,0.0
462728,dog,0.039709,0.003472222222222222
79229,dog,0.04632453,0.015625
292330,dog,0.042070094,0.006944444444444444
57760,dog,0.039410703,0.0
262938,dog,0.030981427,0.005208333333333333
479155,dog,0.04725306,0.013888888888888888
494869,dog,0.03760671,0.003472222222222222
471789,dog,0.046677336,0.003472222222222222
365207,dog,0.04762111,0.008680555555555556
65485,dog,0.033658374,0.001736111111111111
81766,dog,0.037311524,0.008680555555555556
139099,dog,0.040399503,0.013888888888888888
289343,dog,0.046951823,0.024305555555555556
261161,dog,0.03638055,0.015625
412240,dog,0.033105813,0.005208333333333333
361571,dog,0.03754425,0.006944444444444444
482917,dog,0.043238916,0.04513888888888889
80153,dog,0.040618066,0.013888888888888888
371699,dog,0.049585484,0.005208333333333333
138492,dog,0.03787167,0.003472222222222222
579321,dog,0.04224266,0.012152777777777778
472375,dog,0.043525405,0.010416666666666666
88951,dog,0.04166256,0.006944444444444444
309938,dog,0.040806226,0.005208333333333333
205834,dog,0.03320381,0.003472222222222222
421455,dog,0.03506606,0.008680555555555556
555005,dog,0.054394323,0.017361111111111112
505573,dog,0.034395054,0.0
151962,dog,0.037151046,0.003472222222222222
131273,dog,0.036264643,0.034722222222222224
318238,dog,0.037629165,0.001736111111111111
375278,dog,0.032766398,0.010416666666666666
263463,dog,0.033257242,0.001736111111111111
329219,dog,0.044813097,0.024305555555555556
219578,dog,0.037475448,0.0
291664,dog,0.041668274,0.008680555555555556
575357,dog,0.033674598,0.005208333333333333
225670,dog,0.034983724,0.008680555555555556
324158,dog,0.041957024,0.010416666666666666
273232,dog,0.042001907,0.006944444444444444
64868,dog,0.041252956,0.008680555555555556
407083,dog,0.052999754,0.041666666666666664
297830,dog,0.035172004,0.017361111111111112
68078,dog,0.03752608,0.005208333333333333
139872,dog,0.035376165,0.010416666666666666
452891,dog,0.0320222,0.034722222222222224
107226,dog,0.0458947,0.041666666666666664
512836,dog,0.03881601,0.013888888888888888
29393,dog,0.038593516,0.017361111111111112
355905,dog,0.03709128,0.003472222222222222
564280,dog,0.03635685,0.010416666666666666
49269,dog,0.03637585,0.003472222222222222
185250,dog,0.040563494,0.010416666666666666
71226,dog,0.05072194,0.010416666666666666
190140,dog,0.05205726,0.020833333333333332
534270,dog,0.048132066,0.005208333333333333
78823,dog,0.052129187,0.029513888888888888
549220,dog,0.04232357,0.05381944444444445
209613,dog,0.039753675,0.005208333333333333
520301,dog,0.03466484,0.015625
22192,dog,0.03680467,0.003472222222222222
318908,dog,0.03827428,0.006944444444444444
236592,dog,0.02673854,0.0
169076,dog,0.038231872,0.015625
311190,dog,0.0362461,0.019097222222222224
372819,dog,0.04083038,0.008680555555555556
395801,dog,0.055261992,0.005208333333333333
415990,dog,0.035333812,0.012152777777777778
179392,dog,0.030854242,0.0
267300,dog,0.039281156,0.015625
355240,dog,0.044693254,0.019097222222222224
134112,dog,0.038288902,0.001736111111111111
427034,dog,0.034520704,0.012152777777777778
562561,dog,0.033884212,0.006944444444444444
224200,dog,0.04424502,0.017361111111111112
145781,dog,0.045281738,0.006944444444444444
424162,dog,0.04224316,0.020833333333333332
241326,dog,0.038500585,0.012152777777777778
305343,dog,0.028596226,0.003472222222222222
446522,dog,0.031901132,0.013888888888888888
143961,dog,0.046607025,0.010416666666666666
53529,dog,0.037013102,0.008680555555555556
170278,dog,0.036300655,0.001736111111111111
367082,dog,0.047372885,0.027777777777777776
486479,dog,0.03234057,0.001736111111111111
459500,car,0.073524356,0.3090277777777778
416885,car,0.06563434,0.19618055555555555
499181,car,0.06922223,0.2673611111111111
460147,car,0.06509933,0.24131944444444445
349860,car,0.058527514,0.4010416666666667
274411,car,0.0762014,0.328125
542423,car,0.06861104,0.2864583333333333
354753,car,0.055742078,0.2795138888888889
293794,car,0.06887856,0.1597222222222222
344909,car,0.069186606,0.2517361111111111
323828,car,0.06151737,0.2482638888888889
488664,car,0.05733086,0.4131944444444444
356424,car,0.06630646,0.24305555555555555
521052,car,0.06319934,0.2222222222222222
344888,car,0.065075286,0.3645833333333333
67616,car,0.070016615,0.2517361111111111
160012,car,0.061232932,0.234375
276707,car,0.07175904,0.2690972222222222
506707,car,0.07484159,0.22395833333333334
200961,car,0.05436093,0.3038194444444444
319607,car,0.06541759,0.22743055555555555
79034,car,0.06037151,0.3177083333333333
255917,car,0.06810482,0.3420138888888889
109441,car,0.06444856,0.3958333333333333
45596,car,0.06080893,0.22743055555555555
201934,car,0.05929154,0.2361111111111111
326541,car,0.069720194,0.2760416666666667
174482,car,0.062057074,0.3107638888888889
463849,car,0.06243469,0.3402777777777778
225532,car,0.06940899,0.328125
439623,car,0.06303641,0.2065972222222222
380706,car,0.05212628,0.24131944444444445
61108,car,0.060542855,0.1597222222222222
338986,car,0.05723755,0.4027777777777778
396338,car,0.05960082,0.1840277777777778
295809,car,0.061888687,0.3142361111111111
563653,car,0.071290806,0.3472222222222222
89556,car,0.060303956,0.265625
485237,car,0.055150002,0.3298611111111111
1532,car,0.06164045,0.3541666666666667
166664,car,0.06976931,0.3871527777777778
475484,car,0.06808714,0.2361111111111111
227511,car,0.06952734,0.3454861111111111
446651,car,0.06898314,0.2621527777777778
214200,car,0.065342784,0.3107638888888889
25393,car,0.056808516,0.3142361111111111
121506,car,0.06765902,0.19618055555555555
369442,car,0.067420945,0.3038194444444444
336658,car,0.075191714,0.3333333333333333
463730,car,0.057296198,0.2690972222222222
126592,car,0.06380254,0.3715277777777778
21839,car,0.067092106,0.22395833333333334
442456,car,0.06263682,0.2899305555555556
167122,car,0.0608643,0.2725694444444444
165039,car,0.06394622,0.2465277777777778
38048,car,0.058519147,0.3576388888888889
463037,car,0.058801726,0.4149305555555556
127092,car,0.06537668,0.2517361111111111
242411,car,0.05139691,0.2916666666666667
175438,car,0.067712456,0.2743055555555556
338560,car,0.06301372,0.22916666666666666
466416,car,0.060119104,0.2864583333333333
269942,car,0.06984228,0.3802083333333333
293071,car,0.06560817,0.3454861111111111
86483,car,0.052114204,0.2934027777777778
336232,car,0.05997871,0.22569444444444445
198489,car,0.07037158,0.3628472222222222
523241,car,0.073544025,0.40625
580418,car,0.064285226,0.3194444444444444
213255,car,0.075367704,0.2361111111111111
276284,car,0.06025681,0.390625
74058,car,0.07163888,0.2465277777777778
507797,car,0.06038353,0.3020833333333333
254814,car,0.06278295,0.1840277777777778
575243,car,0.06474979,0.2586805555555556
9891,car,0.06391313,0.22569444444444445
565391,car,0.051379398,0.2743055555555556
289594,car,0.06551877,0.328125
313182,car,0.06890793,0.375
511760,car,0.056730293,0.5295138888888888
366178,car,0.069642544,0.3020833333333333
566282,car,0.07069309,0.265625
307074,car,0.0630588,0.3784722222222222
505942,car,0.061293304,0.3020833333333333
58539,car,0.065884784,0.2621527777777778
319369,car,0.07810601,0.2378472222222222
230983,car,0.06015628,0.4236111111111111
100274,car,0.06939231,0.3020833333333333
334006,car,0.057857465,0.2378472222222222
171382,car,0.061961487,0.24131944444444445
458325,car,0.06329414,0.3090277777777778
111036,car,0.06649932,0.3159722222222222
565563,car,0.08281234,0.3072916666666667
139099,car,0.060761467,0.16145833333333334
470924,car,0.06884828,0.15625
418696,car,0.06168,0.34375
147338,car,0.06396125,0.234375
511999,car,0.06343089,0.24131944444444445
342128,car,0.05809881,0.2864583333333333
383289,car,0.072536565,0.2534722222222222
350003,bicycle,0.0739535,0.6111111111111112
184324,bicycle,0.08988921,0.5555555555555556
301376,bicycle,0.08123349,0.65625
196843,bicycle,0.07990892,0.6440972222222222
193926,bicycle,0.078994036,0.6354166666666666
59635,bicycle,0.07561165,0.5590277777777778
210273,bicycle,0.06816238,0.5763888888888888
432553,bicycle,0.077968076,0.6805555555555556
185472,bicycle,0.07365297,0.7048611111111112
507037,bicycle,0.07619451,0.6145833333333334
274687,bicycle,0.077954754,0.7916666666666666
426166,bicycle,0.07020323,0.6128472222222222
476704,bicycle,0.0665825,0.6840277777777778
67616,bicycle,0.0772879,0.6267361111111112
356612,bicycle,0.07536368,0.5434027777777778
570834,bicycle,0.07746899,0.7847222222222222
473118,bicycle,0.08318256,0.5885416666666666
174482,bicycle,0.077546746,0.6336805555555556
38829,bicycle,0.078719705,0.6927083333333334
125572,bicycle,0.079195775,0.5208333333333334
11197,bicycle,0.08154805,0.6319444444444444
472623,bicycle,0.06975012,0.6388888888888888
36844,bicycle,0.075463556,0.6371527777777778
259640,bicycle,0.06952607,0.6545138888888888
93717,bicycle,0.07446184,0.6076388888888888
261888,bicycle,0.077993885,0.4774305555555556
50145,bicycle,0.0778441,0.7083333333333334
132375,bicycle,0.07711571,0.6458333333333334
448365,bicycle,0.06952581,0.4670138888888889
228436,bicycle,0.06809609,0.5659722222222222
388258,bicycle,0.07229851,0.5711805555555556
571857,bicycle,0.07756192,0.5
295809,bicycle,0.07818206,0.5920138888888888
135410,bicycle,0.077055156,0.7447916666666666
226903,bicycle,0.0720015,0.7708333333333334
259830,bicycle,0.08272598,0.7100694444444444
563604,bicycle,0.07897897,0.6736111111111112
549390,bicycle,0.07775625,0.5520833333333334
251140,bicycle,0.07640561,0.5086805555555556
45596,bicycle,0.07793959,0.671875
573094,bicycle,0.08211614,0.6961805555555556
374545,bicycle,0.07190282,0.6197916666666666
142324,bicycle,0.08198177,0.7013888888888888
82821,bicycle,0.07150382,0.6215277777777778
424162,bicycle,0.08078393,0.6284722222222222
447917,bicycle,0.070175186,0.5277777777777778
242287,bicycle,0.07957801,0.7118055555555556
289343,bicycle,0.07126682,0.6944444444444444
164115,bicycle,0.079693064,0.6996527777777778
388903,bicycle,0.07934962,0.6041666666666666
281929,bicycle,0.07036837,0.5607638888888888
577932,bicycle,0.07634337,0.6267361111111112
350023,bicycle,0.07424314,0.5434027777777778
266400,bicycle,0.08067825,0.6857638888888888
356387,bicycle,0.07711748,0.6041666666666666
185157,bicycle,0.074271515,0.5017361111111112
65288,bicycle,0.07602556,0.6579861111111112
76416,bicycle,0.078428656,0.7430555555555556
152771,bicycle,0.0700415,0.6475694444444444
122166,bicycle,0.0750469,0.6354166666666666
468505,bicycle,0.083002836,0.6892361111111112
546823,bicycle,0.08647733,0.6180555555555556
184611,bicycle,0.073702425,0.7135416666666666
11149,bicycle,0.071972534,0.6736111111111112
130386,bicycle,0.07499664,0.6059027777777778
490936,bicycle,0.09950291,0.7309027777777778
190753,bicycle,0.07503097,0.6076388888888888
15597,bicycle,0.07087003,0.6527777777777778
227399,bicycle,0.07569763,0.609375
107226,bicycle,0.08101402,0.6545138888888888
224051,bicycle,0.07670671,0.5815972222222222
414510,bicycle,0.07371153,0.6371527777777778
361103,bicycle,0.09097998,0.7152777777777778
153527,bicycle,0.07519053,0.7135416666666666
101762,bicycle,0.07144621,0.6493055555555556
378515,bicycle,0.07635899,0.6909722222222222
319607,bicycle,0.082110465,0.7170138888888888
256941,bicycle,0.08119312,0.6805555555555556
531134,bicycle,0.0770845,0.7847222222222222
55022,bicycle,0.08967592,0.7430555555555556
413689,bicycle,0.08706775,0.6545138888888888
135670,bicycle,0.07036126,0.7378472222222222
378139,bicycle,0.07340079,0.4461805555555556
306437,bicycle,0.06718233,0.6805555555555556
370208,bicycle,0.07529952,0.703125
162858,bicycle,0.06898555,0.6701388888888888
233727,bicycle,0.0686959,0.5381944444444444
8211,bicycle,0.07501727,0.6041666666666666
279278,bicycle,0.0791432,0.59375
384527,bicycle,0.0750598,0.7586805555555556
458223,bicycle,0.071180046,0.5138888888888888
70774,bicycle,0.07725087,0.7552083333333334
99114,bicycle,0.0795478,0.7083333333333334
7386,bicycle,0.079254776,0.6822916666666666
492077,bicycle,0.08644545,0.7065972222222222
119516,bicycle,0.08064293,0.6354166666666666
351530,bicycle,0.079833895,0.6701388888888888
40083,bicycle,0.07556969,0.7621527777777778
203317,bicycle,0.069299676,0.640625
463522,bicycle,0.079903975,0.5625
229111,person,0.0794085,0.1111111111111111
183500,person,0.088347174,0.017361111111111112
424135,person,0.06827208,0.026041666666666668
473121,person,0.09505991,0.041666666666666664
330818,person,0.086180195,0.043402777777777776
303713,person,0.098098464,0.12152777777777778
541773,person,0.0773865,0.0954861111111111
433915,person,0.09198843,0.15625
513283,person,0.060243018,0.015625
85376,person,0.0744492,0.022569444444444444
213547,person,0.09631282,0.0625
319534,person,0.07192777,0.0920138888888889
323799,person,0.06880111,0.08333333333333333
42528,person,0.05558418,0.05555555555555555
286503,person,0.069166556,0.043402777777777776
289960,person,0.0992364,0.041666666666666664
231339,person,0.07340033,0.06076388888888889
87476,person,0.0856495,0.07118055555555555
432898,person,0.083114065,0.09027777777777778
210230,person,0.0891772,0.12152777777777778
187249,person,0.09320136,0.13020833333333334
221291,person,0.06794734,0.03125
304404,person,0.07953107,0.11458333333333333
369541,person,0.057643034,0.08333333333333333
444142,person,0.10753331,0.0920138888888889
375469,person,0.09833462,0.11979166666666667
401862,person,0.07224767,0.08506944444444445
201418,person,0.077554226,0.05555555555555555
7278,person,0.106768325,0.06770833333333333
244496,person,0.07690251,0.08854166666666667
173799,person,0.074165866,0.022569444444444444
54593,person,0.105100736,0.06597222222222222
255483,person,0.07912814,0.06770833333333333
74256,person,0.08424262,0.1284722222222222
274272,person,0.08252813,0.024305555555555556
152214,person,0.06899344,0.10069444444444445
295420,person,0.07117911,0.04861111111111111
438862,person,0.09133131,0.07465277777777778
576031,person,0.08424134,0.04861111111111111
420916,person,0.08326574,0.09895833333333333
50380,person,0.09103913,0.08506944444444445
553511,person,0.0624375,0.07118055555555555
39785,person,0.09597265,0.046875
5193,person,0.08446315,0.1232638888888889
351823,person,0.07824384,0.06597222222222222
550714,person,0.08041353,0.13194444444444445
551804,person,0.08414216,0.10590277777777778
239537,person,0.08987401,0.05555555555555555
510095,person,0.07831283,0.029513888888888888
128112,person,0.084029205,0.03125
368961,person,0.06737159,0.027777777777777776
411817,person,0.0905015,0.11458333333333333
143556,person,0.102167904,0.057291666666666664
210032,person,0.064984076,0.03819444444444445
486438,person,0.059491895,0.017361111111111112
158956,person,0.08132559,0.11284722222222222
411530,person,0.06964954,0.0642361111111111
566524,person,0.05498559,0.027777777777777776
463690,person,0.087702505,0.041666666666666664
205289,person,0.08806655,0.03298611111111111
46872,person,0.066477455,0.036458333333333336
412362,person,0.07997052,0.13541666666666666
240023,person,0.07542768,0.09375
349860,person,0.087344244,0.057291666666666664
569825,person,0.09467426,0.078125
36660,person,0.054968223,0.017361111111111112
92939,person,0.081337094,0.10590277777777778
150224,person,0.08434879,0.10243055555555555
426268,person,0.08778501,0.046875
231747,person,0.08077936,0.04513888888888889
13291,person,0.08581425,0.06944444444444445
520324,person,0.05172211,0.001736111111111111
224664,person,0.071975715,0.03125
25424,person,0.077653825,0.06076388888888889
224675,person,0.08555812,0.0920138888888889
438774,person,0.080196485,0.03993055555555555
57150,person,0.08583081,0.0642361111111111
63740,person,0.06901382,0.1076388888888889
78843,person,0.07662821,0.1736111111111111
334399,person,0.06681825,0.0625
192699,person,0.091782264,0.11631944444444445
491867,person,0.07633482,0.1111111111111111
132408,person,0.078435324,0.03125
494759,person,0.07897513,0.050347222222222224
305317,person,0.0670737,0.024305555555555556
203864,person,0.07703264,0.10590277777777778
412894,person,0.06912189,0.0954861111111111
131556,person,0.092013806,0.09375
476415,person,0.081616424,0.09375
15660,person,0.09698816,0.052083333333333336
128372,person,0.08438925,0.06597222222222222
151962,person,0.06205237,0.03819444444444445
528314,person,0.08499892,0.052083333333333336
177539,person,0.08763493,0.059027777777777776
220584,person,0.10058477,0.06597222222222222
80153,person,0.09193429,0.04513888888888889
189752,person,0.06635755,0.041666666666666664
463730,person,0.07756266,0.03298611111111111
56350,person,0.086266585,0.09027777777777778
174371,person,0.07519301,0.09375
406570,apple,0.07951409,0.13020833333333334
389381,apple,0.07450425,0.09722222222222222
540502,apple,0.07492097,0.046875
560256,apple,0.092446715,0.09027777777777778
498919,apple,0.077620134,0.0920138888888889
551660,apple,0.08118585,0.022569444444444444
359833,apple,0.08284283,0.2204861111111111
158660,apple,0.09341262,0.07118055555555555
376307,apple,0.060655124,0.043402777777777776
322959,apple,0.09595966,0.06076388888888889
34873,apple,0.05664482,0.012152777777777778
66231,apple,0.045281645,0.017361111111111112
40471,apple,0.04168374,0.022569444444444444
69356,apple,0.07140919,0.0625
6614,apple,0.0850589,0.08159722222222222
440475,apple,0.04809622,0.008680555555555556
185599,apple,0.07240244,0.07465277777777778
74209,apple,0.054253414,0.003472222222222222
192871,apple,0.079283774,0.08159722222222222
537506,apple,0.08735945,0.04513888888888889
217753,apple,0.09219757,0.14583333333333334
479596,apple,0.08209297,0.10590277777777778
280891,apple,0.07959005,0.09722222222222222
548506,apple,0.07766048,0.1527777777777778
188592,apple,0.083651096,0.03298611111111111
125936,apple,0.08872929,0.04861111111111111
407825,apple,0.08832604,0.0625
203095,apple,0.094702706,0.029513888888888888
575970,apple,0.05571783,0.043402777777777776
119452,apple,0.07281694,0.12152777777777778
78266,apple,0.06473582,0.03993055555555555
14226,apple,0.07031022,0.03993055555555555
272566,apple,0.09187178,0.0625
177714,apple,0.047469355,0.026041666666666668
128598,apple,0.04524312,0.022569444444444444
216277,apple,0.073637426,0.08680555555555555
409424,apple,0.0851962,0.11284722222222222
339442,apple,0.0647703,0.05381944444444445
60855,apple,0.08250253,0.059027777777777776
461009,apple,0.04438431,0.005208333333333333
530836,apple,0.06900896,0.022569444444444444
386210,apple,0.08517471,0.05555555555555555
146667,apple,0.053018034,0.05555555555555555
173091,apple,0.047382403,0.03819444444444445
484351,apple,0.084113695,0.006944444444444444
189078,apple,0.09287297,0.07291666666666667
331799,apple,0.09113152,0.034722222222222224
116362,apple,0.06501839,0.010416666666666666
522007,apple,0.047726594,0.027777777777777776
44260,apple,0.06705863,0.036458333333333336
2149,apple,0.0644954,0.13368055555555555
482719,apple,0.057215087,0.09375
156278,apple,0.045885727,0.022569444444444444
139099,apple,0.075813025,0.03819444444444445
357888,apple,0.052873567,0.029513888888888888
565776,apple,0.04968062,0.036458333333333336
273711,apple,0.07676899,0.036458333333333336
424721,apple,0.090716965,0.052083333333333336
17182,apple,0.07905074,0.010416666666666666
562059,apple,0.08741989,0.08333333333333333
213935,apple,0.075901985,0.0954861111111111
30213,apple,0.040940717,0.022569444444444444
303566,apple,0.09437968,0.10243055555555555
388903,apple,0.093320616,0.0798611111111111
110999,apple,0.099389926,0.11631944444444445
113589,apple,0.08926168,0.10416666666666667
138954,apple,0.085405216,0.0625
473406,apple,0.083950624,0.043402777777777776
479155,apple,0.09522538,0.0798611111111111
193926,apple,0.07587363,0.03993055555555555
509131,apple,0.083949864,0.06770833333333333
340175,apple,0.050867286,0.0
349480,apple,0.08159232,0.057291666666666664
485844,apple,0.039963894,0.013888888888888888
429281,apple,0.062105007,0.041666666666666664
405249,apple,0.08246796,0.012152777777777778
569059,chair,0.06709747,0.001736111111111111
177489,chair,0.068616286,0.010416666666666666
236426,chair,0.025055971,0.0
115245,chair,0.048976768,0.0
215072,chair,0.048991777,0.012152777777777778
237984,chair,0.05750163,0.003472222222222222
415194,chair,0.052576557,0.013888888888888888
322352,chair,0.054662675,0.017361111111111112
168593,chair,0.057418175,0.010416666666666666
276285,chair,0.038753174,0.0
472678,chair,0.05130414,0.003472222222222222
374982,chair,0.044097193,0.0
256916,chair,0.03976518,0.0
520659,chair,0.03548449,0.0
448076,chair,0.038644813,0.0
438774,chair,0.031027976,0.001736111111111111
147415,chair,0.06237647,0.003472222222222222
180101,chair,0.06069195,0.010416666666666666
257084,chair,0.048469193,0.013888888888888888
468501,chair,0.03861334,0.005208333333333333
206579,chair,0.043862116,0.001736111111111111
99810,chair,0.059069872,0.001736111111111111
11813,chair,0.05983147,0.001736111111111111
78420,chair,0.043045834,0.001736111111111111
513688,chair,0.062749796,0.006944444444444444
255536,chair,0.06992511,0.03125
471991,chair,0.028241485,0.0
37777,chair,0.051191576,0.001736111111111111
556000,chair,0.05069489,0.008680555555555556
417608,chair,0.038867522,0.0
321214,chair,0.046820056,0.005208333333333333
480122,chair,0.06597406,0.019097222222222224
21465,chair,0.045144398,0.0
415238,chair,0.04852408,0.006944444444444444
366884,chair,0.055267733,0.001736111111111111
218091,chair,0.035726793,0.0
226147,chair,0.035621297,0.0
433103,chair,0.05497376,0.03298611111111111
128148,chair,0.03918062,0.0
537672,chair,0.053182878,0.0
338219,chair,0.031452563,0.001736111111111111
25096,chair,0.034774184,0.001736111111111111
172595,chair,0.0738208,0.006944444444444444
471893,chair,0.03969658,0.0
296231,chair,0.03325821,0.008680555555555556
39484,chair,0.033263966,0.001736111111111111
189213,chair,0.07211308,0.026041666666666668
368900,chair,0.044260494,0.001736111111111111
425361,chair,0.053579405,0.005208333333333333
290163,chair,0.032998864,0.0
564336,chair,0.040546574,0.005208333333333333
69224,chair,0.04377764,0.006944444444444444
298396,chair,0.05764143,0.005208333333333333
274687,chair,0.06673763,0.013888888888888888
76547,chair,0.037076302,0.001736111111111111
153011,chair,0.050674465,0.003472222222222222
138550,chair,0.0509334,0.0
20553,chair,0.06816761,0.013888888888888888
296222,chair,0.061307855,0.0
573094,chair,0.05819634,0.005208333333333333
530466,chair,0.034034375,0.001736111111111111
507081,chair,0.041526597,0.0
554002,chair,0.03452766,0.0
578871,chair,0.05269184,0.0
216497,chair,0.041601136,0.001736111111111111
228144,chair,0.07467519,0.015625
517832,chair,0.054265395,0.019097222222222224
491497,chair,0.05781214,0.019097222222222224
89045,chair,0.035061948,0.0
140076,chair,0.05638407,0.008680555555555556
435081,chair,0.032237142,0.001736111111111111
462904,chair,0.05379151,0.001736111111111111
150224,chair,0.036990725,0.008680555555555556
632,chair,0.05211363,0.003472222222222222
40083,chair,0.041707195,0.0
81061,chair,0.07432795,0.024305555555555556
322895,chair,0.037235875,0.0
117492,chair,0.037868943,0.0
83172,chair,0.035259724,0.0
434479,chair,0.034042936,0.001736111111111111
18193,chair,0.058751557,0.03125
35682,chair,0.043173242,0.005208333333333333
77396,chair,0.04168505,0.0
288584,chair,0.043239668,0.0
484404,chair,0.028304027,0.0
289741,chair,0.036243323,0.008680555555555556
188465,chair,0.03172721,0.001736111111111111
351810,chair,0.041951913,0.0
24567,chair,0.03253109,0.010416666666666666
482319,chair,0.06511937,0.008680555555555556
27620,chair,0.064721465,0.020833333333333332
347254,chair,0.042725727,0.0
179898,chair,0.036180753,0.003472222222222222
174231,chair,0.048451178,0.0
453722,chair,0.044985592,0.0
479126,chair,0.059031423,0.017361111111111112
160012,chair,0.040943563,0.001736111111111111
116208,chair,0.0367662,0.0
286553,chair,0.035721682,0.0
483667,chair,0.048705786,0.0
421923,book,0.05263801,0.036458333333333336
440475,book,0.054214045,0.003472222222222222
575187,book,0.0427835,0.001736111111111111
135872,book,0.056626506,0.006944444444444444
166521,book,0.04421918,0.013888888888888888
316666,book,0.046918064,0.0
181753,book,0.04001183,0.005208333333333333
389315,book,0.06438762,0.07118055555555555
454067,book,0.041878626,0.013888888888888888
255483,book,0.06299836,0.012152777777777778
194724,book,0.032531388,0.001736111111111111
251824,book,0.031345673,0.0
147415,book,0.05268289,0.022569444444444444
