image_id,label,layer,sim_pos_patch_max,patch_level_accuracy
115885,cat,7,0.042465083,0.046875
115885,cat,8,0.039432835,0.029513888888888888
115885,cat,9,0.04301157,0.027777777777777776
115885,cat,10,0.05605056,0.03298611111111111
115885,cat,11,0.04918035,0.008680555555555556
115885,cat,12,0.045809664,0.013888888888888888
115885,cat,13,0.04348285,0.022569444444444444
115885,cat,14,0.044412106,0.015625
115885,cat,15,0.03941827,0.027777777777777776
115885,cat,16,0.045696978,0.027777777777777776
115885,cat,17,0.04884067,0.022569444444444444
115885,cat,18,0.043800294,0.019097222222222224
115885,cat,19,0.041157752,0.010416666666666666
115885,cat,20,0.044322077,0.008680555555555556
115885,cat,21,0.04719279,0.005208333333333333
115885,cat,22,0.052108314,0.005208333333333333
115885,cat,23,0.057030685,0.006944444444444444
115885,cat,24,0.060851328,0.005208333333333333
115885,cat,25,0.06487824,0.010416666666666666
115885,cat,26,0.059860237,0.010416666666666666
115885,cat,27,0.055501528,0.013888888888888888
115885,cat,28,0.055306014,0.012152777777777778
115885,cat,29,0.04970072,0.008680555555555556
115885,cat,30,0.041739866,0.006944444444444444
115885,cat,31,0.03993102,0.006944444444444444
115885,cat,32,0.016565457,0.005208333333333333
117908,cat,1,0.0601751,0.017361111111111112
117908,cat,2,0.056834295,0.017361111111111112
117908,cat,3,0.05649845,0.017361111111111112
117908,cat,4,0.05674199,0.015625
117908,cat,5,0.05654934,0.020833333333333332
117908,cat,6,0.05831583,0.029513888888888888
117908,cat,7,0.05795608,0.036458333333333336
117908,cat,8,0.05553665,0.034722222222222224
117908,cat,9,0.06071671,0.03125
117908,cat,10,0.06961048,0.06770833333333333
117908,cat,11,0.051850397,0.017361111111111112
117908,cat,12,0.05295879,0.026041666666666668
117908,cat,13,0.051779076,0.029513888888888888
117908,cat,14,0.053542003,0.026041666666666668
117908,cat,15,0.060969792,0.026041666666666668
117908,cat,16,0.0569143,0.013888888888888888
117908,cat,17,0.053807937,0.010416666666666666
117908,cat,18,0.060285307,0.015625
117908,cat,19,0.06285519,0.006944444444444444
117908,cat,20,0.060111504,0.010416666666666666
117908,cat,21,0.059477523,0.012152777777777778
117908,cat,22,0.06426162,0.005208333333333333
117908,cat,23,0.067008086,0.017361111111111112
117908,cat,24,0.06474054,0.017361111111111112
117908,cat,25,0.06361299,0.036458333333333336
117908,cat,26,0.06755583,0.03819444444444445
117908,cat,27,0.063779585,0.046875
117908,cat,28,0.06382419,0.046875
117908,cat,29,0.060894832,0.03819444444444445
117908,cat,30,0.05376707,0.020833333333333332
117908,cat,31,0.048315056,0.024305555555555556
117908,cat,32,0.020653222,0.008680555555555556
1675,cat,1,0.04334691,0.013888888888888888
1675,cat,2,0.03816892,0.008680555555555556
1675,cat,3,0.039684497,0.019097222222222224
1675,cat,4,0.03751511,0.020833333333333332
1675,cat,5,0.034920387,0.03125
1675,cat,6,0.032052238,0.029513888888888888
1675,cat,7,0.029846553,0.034722222222222224
1675,cat,8,0.031105854,0.029513888888888888
1675,cat,9,0.03323827,0.027777777777777776
1675,cat,10,0.041026913,0.059027777777777776
1675,cat,11,0.039650165,0.019097222222222224
1675,cat,12,0.04138107,0.019097222222222224
1675,cat,13,0.047963217,0.020833333333333332
1675,cat,14,0.047899526,0.013888888888888888
1675,cat,15,0.05282221,0.010416666666666666
1675,cat,16,0.05849468,0.010416666666666666
1675,cat,17,0.0559257,0.010416666666666666
1675,cat,18,0.057320718,0.010416666666666666
1675,cat,19,0.053632043,0.012152777777777778
1675,cat,20,0.05257211,0.013888888888888888
1675,cat,21,0.04994681,0.012152777777777778
1675,cat,22,0.049247798,0.008680555555555556
1675,cat,23,0.0474887,0.012152777777777778
1675,cat,24,0.04634285,0.006944444444444444
1675,cat,25,0.043938026,0.008680555555555556
1675,cat,26,0.047580358,0.013888888888888888
1675,cat,27,0.047765717,0.022569444444444444
1675,cat,28,0.048846554,0.012152777777777778
1675,cat,29,0.044989135,0.012152777777777778
1675,cat,30,0.041879218,0.003472222222222222
1675,cat,31,0.03768462,0.005208333333333333
1675,cat,32,0.01728064,0.005208333333333333
519764,cat,1,0.04098069,0.005208333333333333
519764,cat,2,0.035584316,0.001736111111111111
519764,cat,3,0.03490466,0.001736111111111111
519764,cat,4,0.035432495,0.001736111111111111
519764,cat,5,0.03410305,0.003472222222222222
519764,cat,6,0.035295893,0.013888888888888888
519764,cat,7,0.034392186,0.017361111111111112
519764,cat,8,0.03055908,0.020833333333333332
519764,cat,9,0.03311803,0.022569444444444444
519764,cat,10,0.056097962,0.034722222222222224
519764,cat,11,0.054891985,0.013888888888888888
519764,cat,12,0.056365468,0.026041666666666668
519764,cat,13,0.05940654,0.024305555555555556
519764,cat,14,0.054359682,0.022569444444444444
519764,cat,15,0.059417423,0.026041666666666668
519764,cat,16,0.058725007,0.027777777777777776
519764,cat,17,0.05690117,0.024305555555555556
519764,cat,18,0.053765144,0.022569444444444444
519764,cat,19,0.051672097,0.020833333333333332
519764,cat,20,0.056329563,0.022569444444444444
519764,cat,21,0.053805925,0.017361111111111112
519764,cat,22,0.059433047,0.022569444444444444
519764,cat,23,0.060418025,0.026041666666666668
519764,cat,24,0.057850085,0.026041666666666668
519764,cat,25,0.052515972,0.043402777777777776
519764,cat,26,0.054856166,0.036458333333333336
519764,cat,27,0.05638458,0.059027777777777776
519764,cat,28,0.054065205,0.05555555555555555
519764,cat,29,0.051442884,0.052083333333333336
519764,cat,30,0.0424897,0.036458333333333336
519764,cat,31,0.039567977,0.022569444444444444
519764,cat,32,0.017781174,0.010416666666666666
401991,cat,1,0.050785773,0.010416666666666666
401991,cat,2,0.048380338,0.005208333333333333
401991,cat,3,0.0488059,0.010416666666666666
401991,cat,4,0.04491488,0.006944444444444444
401991,cat,5,0.041820627,0.008680555555555556
401991,cat,6,0.040448464,0.010416666666666666
401991,cat,7,0.040993214,0.019097222222222224
401991,cat,8,0.038388453,0.017361111111111112
401991,cat,9,0.03659817,0.005208333333333333
401991,cat,10,0.046580907,0.03125
401991,cat,11,0.03622196,0.006944444444444444
401991,cat,12,0.044996794,0.026041666666666668
401991,cat,13,0.04358835,0.013888888888888888
401991,cat,14,0.04202242,0.020833333333333332
401991,cat,15,0.04562464,0.008680555555555556
401991,cat,16,0.03884001,0.015625
401991,cat,17,0.04223227,0.017361111111111112
401991,cat,18,0.046365004,0.026041666666666668
401991,cat,19,0.045316305,0.013888888888888888
401991,cat,20,0.04291582,0.010416666666666666
401991,cat,21,0.042948224,0.001736111111111111
401991,cat,22,0.046727248,0.001736111111111111
401991,cat,23,0.04616125,0.001736111111111111
401991,cat,24,0.044039756,0.003472222222222222
401991,cat,25,0.044860207,0.003472222222222222
401991,cat,26,0.04085491,0.003472222222222222
401991,cat,27,0.04024661,0.006944444444444444
401991,cat,28,0.043591827,0.019097222222222224
401991,cat,29,0.04520391,0.017361111111111112
401991,cat,30,0.041349247,0.001736111111111111
401991,cat,31,0.037655696,0.001736111111111111
401991,cat,32,0.014382721,0.0
572388,cat,1,0.057035573,0.0625
572388,cat,2,0.047465615,0.052083333333333336
572388,cat,3,0.04747592,0.05381944444444445
572388,cat,4,0.046364732,0.04861111111111111
572388,cat,5,0.04571836,0.0642361111111111
572388,cat,6,0.045134313,0.08506944444444445
572388,cat,7,0.045004137,0.10243055555555555
572388,cat,8,0.041074388,0.08159722222222222
572388,cat,9,0.04049758,0.07465277777777778
572388,cat,10,0.045185357,0.09027777777777778
572388,cat,11,0.03578796,0.015625
572388,cat,12,0.044387855,0.06076388888888889
572388,cat,13,0.047051247,0.050347222222222224
572388,cat,14,0.049409375,0.052083333333333336
572388,cat,15,0.045351133,0.019097222222222224
572388,cat,16,0.041374154,0.027777777777777776
572388,cat,17,0.04438097,0.034722222222222224
572388,cat,18,0.042566106,0.050347222222222224
572388,cat,19,0.046363305,0.041666666666666664
572388,cat,20,0.04355193,0.04513888888888889
572388,cat,21,0.043933,0.04513888888888889
572388,cat,22,0.0438302,0.03819444444444445
572388,cat,23,0.042272717,0.036458333333333336
572388,cat,24,0.044985317,0.027777777777777776
572388,cat,25,0.04302488,0.03125
572388,cat,26,0.040460974,0.036458333333333336
572388,cat,27,0.042430513,0.03298611111111111
572388,cat,28,0.042441845,0.043402777777777776
572388,cat,29,0.040673643,0.046875
572388,cat,30,0.04190431,0.043402777777777776
572388,cat,31,0.040360853,0.05381944444444445
572388,cat,32,0.026176792,0.013888888888888888
177015,cat,1,0.04659561,0.013888888888888888
177015,cat,2,0.041115567,0.013888888888888888
177015,cat,3,0.040683426,0.013888888888888888
177015,cat,4,0.041934907,0.017361111111111112
177015,cat,5,0.0424695,0.019097222222222224
177015,cat,6,0.04532077,0.022569444444444444
177015,cat,7,0.044444393,0.019097222222222224
177015,cat,8,0.04395695,0.010416666666666666
177015,cat,9,0.049730666,0.010416666666666666
177015,cat,10,0.06938245,0.019097222222222224
177015,cat,11,0.062873855,0.005208333333333333
177015,cat,12,0.0628191,0.008680555555555556
177015,cat,13,0.061908804,0.003472222222222222
177015,cat,14,0.062022455,0.003472222222222222
177015,cat,15,0.057067446,0.005208333333333333
177015,cat,16,0.05960953,0.0
177015,cat,17,0.06580104,0.003472222222222222
177015,cat,18,0.06341248,0.010416666666666666
177015,cat,19,0.05531609,0.003472222222222222
177015,cat,20,0.057032853,0.003472222222222222
177015,cat,21,0.05057448,0.001736111111111111
177015,cat,22,0.04869189,0.003472222222222222
177015,cat,23,0.047627248,0.010416666666666666
177015,cat,24,0.04894056,0.017361111111111112
177015,cat,25,0.048280906,0.027777777777777776
177015,cat,26,0.048904464,0.029513888888888888
177015,cat,27,0.045326497,0.03298611111111111
177015,cat,28,0.04445584,0.034722222222222224
177015,cat,29,0.039875586,0.027777777777777776
177015,cat,30,0.035222817,0.015625
177015,cat,31,0.031226585,0.020833333333333332
177015,cat,32,0.016429843,0.005208333333333333
71226,cat,1,0.065108165,0.034722222222222224
71226,cat,2,0.06214522,0.03125
71226,cat,3,0.061373856,0.041666666666666664
71226,cat,4,0.059421368,0.034722222222222224
71226,cat,5,0.060122102,0.043402777777777776
71226,cat,6,0.06138716,0.043402777777777776
71226,cat,7,0.057962485,0.04513888888888889
71226,cat,8,0.056183804,0.03125
71226,cat,9,0.057329096,0.03819444444444445
71226,cat,10,0.063809745,0.05381944444444445
71226,cat,11,0.04916974,0.017361111111111112
71226,cat,12,0.052803025,0.041666666666666664
71226,cat,13,0.05406987,0.027777777777777776
71226,cat,14,0.054313257,0.022569444444444444
71226,cat,15,0.060573183,0.026041666666666668
71226,cat,16,0.058820724,0.019097222222222224
71226,cat,17,0.051544353,0.012152777777777778
71226,cat,18,0.048712436,0.008680555555555556
71226,cat,19,0.0474339,0.006944444444444444
71226,cat,20,0.040510435,0.006944444444444444
71226,cat,21,0.03922317,0.005208333333333333
71226,cat,22,0.03955453,0.0
71226,cat,23,0.044712007,0.0
71226,cat,24,0.043810442,0.001736111111111111
71226,cat,25,0.04456486,0.003472222222222222
71226,cat,26,0.046370078,0.010416666666666666
71226,cat,27,0.045542788,0.013888888888888888
71226,cat,28,0.044038463,0.017361111111111112
71226,cat,29,0.045021735,0.013888888888888888
71226,cat,30,0.04156901,0.005208333333333333
71226,cat,31,0.04068651,0.005208333333333333
71226,cat,32,0.017511874,0.001736111111111111
407960,cat,1,0.04436109,0.012152777777777778
407960,cat,2,0.03708423,0.010416666666666666
407960,cat,3,0.036879532,0.010416666666666666
407960,cat,4,0.03554653,0.010416666666666666
407960,cat,5,0.030907221,0.008680555555555556
407960,cat,6,0.035838474,0.020833333333333332
407960,cat,7,0.032107417,0.024305555555555556
407960,cat,8,0.03138343,0.026041666666666668
407960,cat,9,0.027476223,0.017361111111111112
407960,cat,10,0.038103696,0.041666666666666664
407960,cat,11,0.02667082,0.015625
407960,cat,12,0.02706874,0.006944444444444444
407960,cat,13,0.028923947,0.003472222222222222
407960,cat,14,0.03150111,0.005208333333333333
407960,cat,15,0.03309929,0.008680555555555556
407960,cat,16,0.030548451,0.006944444444444444
407960,cat,17,0.028850682,0.012152777777777778
407960,cat,18,0.031689364,0.010416666666666666
407960,cat,19,0.03752665,0.005208333333333333
407960,cat,20,0.040664174,0.003472222222222222
407960,cat,21,0.034565095,0.010416666666666666
407960,cat,22,0.037269246,0.006944444444444444
407960,cat,23,0.036072835,0.003472222222222222
407960,cat,24,0.03236388,0.003472222222222222
407960,cat,25,0.031056663,0.001736111111111111
407960,cat,26,0.031414043,0.001736111111111111
407960,cat,27,0.034809075,0.001736111111111111
407960,cat,28,0.037860084,0.001736111111111111
407960,cat,29,0.03442998,0.001736111111111111
407960,cat,30,0.03070674,0.006944444444444444
407960,cat,31,0.030900635,0.005208333333333333
407960,cat,32,0.018363755,0.003472222222222222
318238,cat,1,0.041270845,0.0
318238,cat,2,0.037701324,0.001736111111111111
318238,cat,3,0.037580814,0.005208333333333333
318238,cat,4,0.033874728,0.003472222222222222
318238,cat,5,0.030190784,0.001736111111111111
318238,cat,6,0.027906597,0.001736111111111111
318238,cat,7,0.025063721,0.022569444444444444
318238,cat,8,0.022066772,0.017361111111111112
318238,cat,9,0.0228815,0.027777777777777776
318238,cat,10,0.03074722,0.04861111111111111
318238,cat,11,0.026510742,0.005208333333333333
318238,cat,12,0.02745096,0.017361111111111112
318238,cat,13,0.030814392,0.008680555555555556
318238,cat,14,0.034185722,0.012152777777777778
318238,cat,15,0.035620045,0.010416666666666666
318238,cat,16,0.034704536,0.006944444444444444
318238,cat,17,0.03681189,0.008680555555555556
318238,cat,18,0.036472663,0.0
318238,cat,19,0.036823444,0.0
318238,cat,20,0.036208738,0.0
318238,cat,21,0.031963192,0.001736111111111111
318238,cat,22,0.033455182,0.0
318238,cat,23,0.037267692,0.001736111111111111
318238,cat,24,0.035344273,0.0
318238,cat,25,0.03380588,0.0
318238,cat,26,0.037539452,0.0
318238,cat,27,0.03727075,0.003472222222222222
318238,cat,28,0.040091094,0.003472222222222222
318238,cat,29,0.039425254,0.006944444444444444
318238,cat,30,0.033907667,0.003472222222222222
318238,cat,31,0.03286635,0.006944444444444444
318238,cat,32,0.014879372,0.0
119828,cat,1,0.04196004,0.017361111111111112
119828,cat,2,0.035320155,0.012152777777777778
119828,cat,3,0.034994278,0.013888888888888888
119828,cat,4,0.03361837,0.013888888888888888
119828,cat,5,0.033146385,0.03298611111111111
119828,cat,6,0.032622498,0.041666666666666664
119828,cat,7,0.032264095,0.08159722222222222
119828,cat,8,0.02778713,0.057291666666666664
119828,cat,9,0.035661757,0.05381944444444445
119828,cat,10,0.043219402,0.0625
119828,cat,11,0.033041775,0.001736111111111111
119828,cat,12,0.035555765,0.013888888888888888
119828,cat,13,0.035701703,0.008680555555555556
119828,cat,14,0.03966838,0.003472222222222222
119828,cat,15,0.04488942,0.001736111111111111
119828,cat,16,0.051524326,0.001736111111111111
119828,cat,17,0.04502151,0.003472222222222222
119828,cat,18,0.041555107,0.0
119828,cat,19,0.038223978,0.001736111111111111
119828,cat,20,0.040254656,0.005208333333333333
119828,cat,21,0.033097643,0.003472222222222222
119828,cat,22,0.03236352,0.001736111111111111
119828,cat,23,0.03699207,0.005208333333333333
119828,cat,24,0.034908637,0.003472222222222222
119828,cat,25,0.037414223,0.010416666666666666
119828,cat,26,0.04126829,0.012152777777777778
119828,cat,27,0.040079266,0.012152777777777778
119828,cat,28,0.04015849,0.010416666666666666
119828,cat,29,0.035544764,0.010416666666666666
119828,cat,30,0.032997016,0.005208333333333333
119828,cat,31,0.027355783,0.005208333333333333
119828,cat,32,0.011770939,0.001736111111111111
312340,cat,1,0.041352067,0.005208333333333333
312340,cat,2,0.037730277,0.005208333333333333
312340,cat,3,0.03801136,0.005208333333333333
312340,cat,4,0.037496865,0.005208333333333333
312340,cat,5,0.03789491,0.003472222222222222
312340,cat,6,0.036893584,0.013888888888888888
312340,cat,7,0.033271007,0.027777777777777776
312340,cat,8,0.03543,0.026041666666666668
312340,cat,9,0.037577845,0.024305555555555556
312340,cat,10,0.05534087,0.03819444444444445
312340,cat,11,0.04250168,0.020833333333333332
312340,cat,12,0.049325086,0.020833333333333332
312340,cat,13,0.047976177,0.015625
312340,cat,14,0.04752949,0.013888888888888888
312340,cat,15,0.051359966,0.015625
312340,cat,16,0.057299957,0.019097222222222224
312340,cat,17,0.051879287,0.015625
312340,cat,18,0.04490809,0.012152777777777778
312340,cat,19,0.04243504,0.005208333333333333
312340,cat,20,0.04258781,0.0
312340,cat,21,0.040943578,0.0
312340,cat,22,0.04695528,0.001736111111111111
312340,cat,23,0.048234306,0.001736111111111111
312340,cat,24,0.04941745,0.001736111111111111
312340,cat,25,0.044898883,0.003472222222222222
312340,cat,26,0.045703337,0.001736111111111111
312340,cat,27,0.04174367,0.005208333333333333
312340,cat,28,0.042506274,0.005208333333333333
312340,cat,29,0.038678147,0.006944444444444444
312340,cat,30,0.040373445,0.006944444444444444
312340,cat,31,0.031367473,0.005208333333333333
312340,cat,32,0.0149731375,0.001736111111111111
131131,cat,1,0.051403247,0.003472222222222222
131131,cat,2,0.04709158,0.001736111111111111
131131,cat,3,0.047981024,0.001736111111111111
131131,cat,4,0.04934879,0.005208333333333333
131131,cat,5,0.048026048,0.008680555555555556
131131,cat,6,0.05261623,0.017361111111111112
131131,cat,7,0.054245062,0.0642361111111111
131131,cat,8,0.052246884,0.050347222222222224
131131,cat,9,0.0463209,0.06770833333333333
131131,cat,10,0.06428127,0.078125
131131,cat,11,0.052295044,0.020833333333333332
131131,cat,12,0.053734638,0.026041666666666668
131131,cat,13,0.055640757,0.006944444444444444
131131,cat,14,0.0522988,0.006944444444444444
131131,cat,15,0.0636934,0.013888888888888888
131131,cat,16,0.06390764,0.019097222222222224
131131,cat,17,0.055648796,0.012152777777777778
131131,cat,18,0.0468025,0.008680555555555556
131131,cat,19,0.045422483,0.008680555555555556
131131,cat,20,0.04660678,0.003472222222222222
131131,cat,21,0.045538872,0.006944444444444444
131131,cat,22,0.046568528,0.005208333333333333
131131,cat,23,0.044646315,0.008680555555555556
131131,cat,24,0.048188478,0.010416666666666666
131131,cat,25,0.045055375,0.003472222222222222
131131,cat,26,0.04404568,0.012152777777777778
131131,cat,27,0.04127852,0.015625
131131,cat,28,0.044431835,0.020833333333333332
131131,cat,29,0.04314074,0.013888888888888888
131131,cat,30,0.036919467,0.003472222222222222
131131,cat,31,0.031470098,0.003472222222222222
131131,cat,32,0.017388895,0.005208333333333333
15497,cat,1,0.044994205,0.017361111111111112
15497,cat,2,0.04073939,0.010416666666666666
15497,cat,3,0.038867764,0.015625
15497,cat,4,0.038595676,0.019097222222222224
15497,cat,5,0.037444517,0.024305555555555556
15497,cat,6,0.032645315,0.034722222222222224
15497,cat,7,0.030192498,0.04513888888888889
15497,cat,8,0.028640235,0.041666666666666664
15497,cat,9,0.032623425,0.03993055555555555
15497,cat,10,0.042874,0.07118055555555555
15497,cat,11,0.030207353,0.008680555555555556
15497,cat,12,0.03665421,0.029513888888888888
15497,cat,13,0.041981496,0.03298611111111111
15497,cat,14,0.04497594,0.013888888888888888
15497,cat,15,0.05216076,0.019097222222222224
15497,cat,16,0.056408435,0.013888888888888888
15497,cat,17,0.055488314,0.017361111111111112
15497,cat,18,0.05046529,0.022569444444444444
15497,cat,19,0.044944286,0.006944444444444444
15497,cat,20,0.047999125,0.008680555555555556
15497,cat,21,0.04545125,0.008680555555555556
15497,cat,22,0.049866766,0.005208333333333333
15497,cat,23,0.05041752,0.005208333333333333
15497,cat,24,0.044543646,0.006944444444444444
15497,cat,25,0.03968887,0.012152777777777778
15497,cat,26,0.042724345,0.008680555555555556
15497,cat,27,0.04432562,0.026041666666666668
15497,cat,28,0.047855817,0.036458333333333336
15497,cat,29,0.04403471,0.03125
15497,cat,30,0.042027634,0.022569444444444444
15497,cat,31,0.037325338,0.015625
15497,cat,32,0.020210264,0.013888888888888888
565391,cat,1,0.05790526,0.022569444444444444
565391,cat,2,0.055927556,0.019097222222222224
565391,cat,3,0.05490613,0.019097222222222224
565391,cat,4,0.057004668,0.019097222222222224
565391,cat,5,0.057823643,0.024305555555555556
565391,cat,6,0.060335908,0.026041666666666668
565391,cat,7,0.057896424,0.026041666666666668
565391,cat,8,0.05879561,0.026041666666666668
565391,cat,9,0.061586324,0.034722222222222224
565391,cat,10,0.07406003,0.0642361111111111
565391,cat,11,0.06136942,0.020833333333333332
565391,cat,12,0.062871166,0.026041666666666668
565391,cat,13,0.05531504,0.027777777777777776
565391,cat,14,0.053657793,0.019097222222222224
565391,cat,15,0.053117752,0.022569444444444444
565391,cat,16,0.054703448,0.010416666666666666
565391,cat,17,0.054002687,0.010416666666666666
565391,cat,18,0.058004756,0.012152777777777778
565391,cat,19,0.049355548,0.010416666666666666
565391,cat,20,0.04445307,0.010416666666666666
565391,cat,21,0.04223891,0.020833333333333332
565391,cat,22,0.040651903,0.020833333333333332
565391,cat,23,0.041377224,0.03819444444444445
565391,cat,24,0.038640693,0.029513888888888888
565391,cat,25,0.040791932,0.022569444444444444
565391,cat,26,0.040305946,0.050347222222222224
565391,cat,27,0.043286346,0.05381944444444445
565391,cat,28,0.042904474,0.04513888888888889
565391,cat,29,0.041981786,0.04861111111111111
565391,cat,30,0.039151844,0.046875
565391,cat,31,0.039645948,0.034722222222222224
565391,cat,32,0.011544263,0.001736111111111111
131938,cat,1,0.04439044,0.0
131938,cat,2,0.038528778,0.0
131938,cat,3,0.03896684,0.0
131938,cat,4,0.037018903,0.0
131938,cat,5,0.03623575,0.0
131938,cat,6,0.037949666,0.001736111111111111
131938,cat,7,0.036273737,0.026041666666666668
131938,cat,8,0.040652715,0.022569444444444444
131938,cat,9,0.042191915,0.026041666666666668
131938,cat,10,0.04738317,0.046875
131938,cat,11,0.04113206,0.010416666666666666
131938,cat,12,0.04399604,0.017361111111111112
131938,cat,13,0.044529844,0.020833333333333332
131938,cat,14,0.04486838,0.010416666666666666
131938,cat,15,0.050047167,0.015625
131938,cat,16,0.04985642,0.015625
131938,cat,17,0.05280468,0.015625
131938,cat,18,0.060002968,0.012152777777777778
131938,cat,19,0.064015344,0.008680555555555556
131938,cat,20,0.064509794,0.012152777777777778
131938,cat,21,0.061570067,0.013888888888888888
131938,cat,22,0.06702985,0.017361111111111112
131938,cat,23,0.066118404,0.015625
131938,cat,24,0.06660919,0.017361111111111112
131938,cat,25,0.06673771,0.020833333333333332
131938,cat,26,0.064929664,0.019097222222222224
131938,cat,27,0.06557226,0.024305555555555556
131938,cat,28,0.062220518,0.022569444444444444
131938,cat,29,0.063119665,0.024305555555555556
131938,cat,30,0.058152206,0.020833333333333332
131938,cat,31,0.05187872,0.017361111111111112
131938,cat,32,0.026543243,0.006944444444444444
466339,cat,1,0.036042232,0.0
466339,cat,2,0.033320908,0.0
466339,cat,3,0.03365176,0.0
466339,cat,4,0.032780882,0.0
466339,cat,5,0.031845447,0.0
466339,cat,6,0.028154524,0.0
466339,cat,7,0.026919942,0.0
466339,cat,8,0.025150351,0.0
466339,cat,9,0.026513249,0.006944444444444444
466339,cat,10,0.03366889,0.006944444444444444
466339,cat,11,0.023480792,0.0
466339,cat,12,0.02179312,0.0
