image_id,label,feature_type,sim_pos,margin,top1_acc
210099,cat,mean_with_cls,0.01084132,-0.040848028,0
574810,cat,cls,-0.0020307638,-0.025226336,0
574810,cat,mean_no_cls,0.012076047,-0.036276348,0
574810,cat,mean_with_cls,0.012066934,-0.036291085,0
222235,cat,cls,-0.0014405265,-0.037965454,0
222235,cat,mean_no_cls,0.008938705,-0.03775903,0
222235,cat,mean_with_cls,0.008927613,-0.03776818,0
570664,cat,cls,-0.02022263,-0.022276524,0
570664,cat,mean_no_cls,0.013910737,-0.037484646,0
570664,cat,mean_with_cls,0.013881822,-0.037480015,0
416330,cat,cls,-0.03693913,-0.05424258,0
416330,cat,mean_no_cls,0.008600563,-0.04160788,0
416330,cat,mean_with_cls,0.008557061,-0.041640222,0
172330,cat,cls,-0.015703486,-0.03271744,0
172330,cat,mean_no_cls,0.012923176,-0.036311366,0
172330,cat,mean_with_cls,0.0129069425,-0.036309674,0
533536,cat,cls,-0.014967909,-0.027817354,0
533536,cat,mean_no_cls,0.008295878,-0.04383448,0
533536,cat,mean_with_cls,0.00827711,-0.043837737,0
169076,cat,cls,-0.025560692,-0.026021674,0
169076,cat,mean_no_cls,0.009075538,-0.03989403,0
169076,cat,mean_with_cls,0.009038727,-0.039900426,0
14831,cat,cls,-0.006769384,-0.027250221,0
14831,cat,mean_no_cls,0.009537054,-0.04015761,0
14831,cat,mean_with_cls,0.009520057,-0.040160548,0
543581,cat,cls,-0.015686601,-0.024797633,0
543581,cat,mean_no_cls,0.009419967,-0.04468501,0
543581,cat,mean_with_cls,0.009398534,-0.044674672,0
179392,cat,cls,-0.024395484,-0.047419555,0
179392,cat,mean_no_cls,0.011251215,-0.04486534,0
179392,cat,mean_with_cls,0.011208622,-0.04490973,0
80666,cat,cls,-0.0074646617,-0.021699509,0
80666,cat,mean_no_cls,0.009240479,-0.038147546,0
80666,cat,mean_with_cls,0.009230908,-0.038140744,0
157807,cat,cls,-0.029079814,-0.052600317,0
157807,cat,mean_no_cls,0.010433607,-0.037298564,0
157807,cat,mean_with_cls,0.010403061,-0.03730473,0
22892,cat,cls,-0.030800104,-0.048877396,0
22892,cat,mean_no_cls,0.009606903,-0.037622504,0
22892,cat,mean_with_cls,0.009558406,-0.037637983,0
316015,cat,cls,-0.012772534,-0.018104292,0
316015,cat,mean_no_cls,0.010035532,-0.04097242,0
316015,cat,mean_with_cls,0.010018388,-0.040964045,0
279145,cat,cls,-0.005301428,-0.014891696,0
279145,cat,mean_no_cls,0.012824478,-0.04300963,0
279145,cat,mean_with_cls,0.0128090475,-0.043006837,0
106389,cat,cls,-0.028394068,-0.03505239,0
106389,cat,mean_no_cls,0.0102633,-0.042148024,0
106389,cat,mean_with_cls,0.010231753,-0.042127628,0
202445,cat,cls,-0.037589014,-0.04464373,0
202445,cat,mean_no_cls,0.0056308424,-0.03727042,0
202445,cat,mean_with_cls,0.0056005586,-0.0372905,0
475732,cat,cls,-0.016888972,-0.05268125,0
475732,cat,mean_no_cls,0.00643636,-0.03906799,0
475732,cat,mean_with_cls,0.0064091915,-0.03906568,0
108244,cat,cls,-0.013462636,-0.035842903,0
108244,cat,mean_no_cls,0.015451015,-0.03226408,0
108244,cat,mean_with_cls,0.015418331,-0.03229368,0
255965,cat,cls,-0.017559145,-0.025988357,0
255965,cat,mean_no_cls,0.007999614,-0.03791391,0
255965,cat,mean_with_cls,0.007979012,-0.037919402,0
375493,cat,cls,0.006968882,-0.01232486,0
375493,cat,mean_no_cls,0.012332845,-0.03340618,0
375493,cat,mean_with_cls,0.012343593,-0.033391953,0
98839,cat,cls,-0.020592038,-0.032863878,0
98839,cat,mean_no_cls,0.008450151,-0.041888222,0
98839,cat,mean_with_cls,0.00842233,-0.041890636,0
14007,cat,cls,-0.016322007,-0.027928272,0
14007,cat,mean_no_cls,0.008478362,-0.037493348,0
14007,cat,mean_with_cls,0.008460398,-0.03749943,0
568690,cat,cls,-0.02258702,-0.03941647,0
568690,cat,mean_no_cls,0.013141487,-0.037701525,0
568690,cat,mean_with_cls,0.01310206,-0.037708357,0
80949,cat,cls,-0.017435158,-0.049023636,0
80949,cat,mean_no_cls,0.010983194,-0.039762612,0
80949,cat,mean_with_cls,0.010941553,-0.03976701,0
377000,cat,cls,-0.0176811,-0.036393054,0
377000,cat,mean_no_cls,0.007732752,-0.039491754,0
377000,cat,mean_with_cls,0.007709989,-0.03950341,0
149222,cat,cls,-0.0011342168,-0.0027600336,0
149222,cat,mean_no_cls,0.015789581,-0.037818313,0
149222,cat,mean_with_cls,0.01577433,-0.037779808,0
271728,cat,cls,-0.023769524,-0.03815769,0
271728,cat,mean_no_cls,0.009532446,-0.038296685,0
271728,cat,mean_with_cls,0.009510437,-0.038293727,0
416170,cat,cls,0.012736801,-0.010883611,0
416170,cat,mean_no_cls,0.010231691,-0.03790063,0
416170,cat,mean_with_cls,0.010240395,-0.037887283,0
333772,cat,cls,-0.023609035,-0.03185222,0
333772,cat,mean_no_cls,0.012103248,-0.04033848,0
333772,cat,mean_with_cls,0.01206073,-0.04032647,0
245576,cat,cls,-0.023108985,-0.037190244,0
245576,cat,mean_no_cls,0.010336262,-0.03793511,0
245576,cat,mean_with_cls,0.010301335,-0.037929624,0
520531,cat,cls,-0.02343813,-0.032850802,0
520531,cat,mean_no_cls,0.011286529,-0.040176988,0
520531,cat,mean_with_cls,0.011248015,-0.040192503,0
364297,cat,cls,-0.017126728,-0.022610206,0
364297,cat,mean_no_cls,0.010289535,-0.04028944,0
364297,cat,mean_with_cls,0.010251357,-0.040285446,0
166277,cat,cls,-0.0042050607,-0.02995267,0
166277,cat,mean_no_cls,0.013641559,-0.036896564,0
166277,cat,mean_with_cls,0.01363344,-0.036875106,0
443303,cat,cls,-0.02147222,-0.034770466,0
443303,cat,mean_no_cls,0.009762555,-0.042629927,0
443303,cat,mean_with_cls,0.009726049,-0.042659193,0
558073,cat,cls,-0.017452307,-0.03296104,0
558073,cat,mean_no_cls,0.007995091,-0.038447563,0
558073,cat,mean_with_cls,0.007980033,-0.038446568,0
304560,cat,cls,-0.009196928,-0.019887742,0
304560,cat,mean_no_cls,0.006204992,-0.03925755,0
304560,cat,mean_with_cls,0.006198411,-0.039253876,0
181859,cat,cls,-0.010678223,-0.03970657,0
181859,cat,mean_no_cls,0.012572584,-0.03608791,0
181859,cat,mean_with_cls,0.0125502525,-0.036102217,0
515025,cat,cls,-0.009076493,-0.018715207,0
515025,cat,mean_no_cls,0.008869568,-0.039452776,0
515025,cat,mean_with_cls,0.008851547,-0.039432183,0
432468,cat,cls,-0.013812585,-0.037034657,0
432468,cat,mean_no_cls,0.006618298,-0.037185963,0
432468,cat,mean_with_cls,0.006604327,-0.037180163,0
458255,cat,cls,-0.025257807,-0.045064658,0
458255,cat,mean_no_cls,0.009351306,-0.03891725,0
458255,cat,mean_with_cls,0.00931849,-0.038940858,0
287649,cat,cls,-0.012580361,-0.029480964,0
287649,cat,mean_no_cls,0.012216545,-0.04139176,0
287649,cat,mean_with_cls,0.012203442,-0.041404508,0
297085,cat,cls,-0.008952921,-0.036428742,0
297085,cat,mean_no_cls,0.011817353,-0.040911824,0
297085,cat,mean_with_cls,0.011798879,-0.040931746,0
490171,dog,cls,-0.00032320153,-0.011453405,0
490171,dog,mean_no_cls,0.016213115,-0.024819117,0
490171,dog,mean_with_cls,0.016204275,-0.024824612,0
474164,dog,cls,-0.007643355,-0.029863534,0
474164,dog,mean_no_cls,0.013338765,-0.034736328,0
474164,dog,mean_with_cls,0.013330669,-0.03471921,0
193674,dog,cls,-0.010257071,-0.025182396,0
193674,dog,mean_no_cls,0.013335293,-0.033144265,0
193674,dog,mean_with_cls,0.0133140385,-0.033168234,0
90003,dog,cls,-0.019286614,-0.040558353,0
90003,dog,mean_no_cls,0.013380323,-0.032461558,0
90003,dog,mean_with_cls,0.013347296,-0.032463692,0
7386,dog,cls,0.00094629906,-0.013356119,0
7386,dog,mean_no_cls,0.010134692,-0.041982114,0
7386,dog,mean_with_cls,0.010134286,-0.041939862,0
206831,dog,cls,-0.0076994803,-0.035203803,0
206831,dog,mean_no_cls,0.011533241,-0.03391584,0
206831,dog,mean_with_cls,0.011514787,-0.033922624,0
125405,dog,cls,-0.027125191,-0.038346484,0
125405,dog,mean_no_cls,0.0155794,-0.026369683,0
125405,dog,mean_with_cls,0.015552625,-0.026377592,0
543581,dog,cls,-0.008902827,-0.01801386,0
543581,dog,mean_no_cls,0.013928313,-0.040176664,0
543581,dog,mean_with_cls,0.013895601,-0.040177606,0
283412,dog,cls,-0.0118747605,-0.018900193,0
283412,dog,mean_no_cls,0.008494519,-0.043086216,0
283412,dog,mean_with_cls,0.008472987,-0.043073207,0
385997,dog,cls,-0.015313253,-0.021029592,0
385997,dog,mean_no_cls,0.011491466,-0.037535693,0
385997,dog,mean_with_cls,0.011463876,-0.037541885,0
389933,dog,cls,-0.027501436,-0.041084424,0
389933,dog,mean_no_cls,0.010150153,-0.04221886,0
389933,dog,mean_with_cls,0.010113556,-0.04224691,0
367195,dog,cls,-0.038455773,-0.046482284,0
367195,dog,mean_no_cls,0.012736056,-0.033780415,0
367195,dog,mean_with_cls,0.01269692,-0.033796176,0
246454,dog,cls,-0.0005513844,-0.02837526,0
246454,dog,mean_no_cls,0.014927797,-0.038210932,0
246454,dog,mean_with_cls,0.014920963,-0.038206846,0
364636,dog,cls,-0.014517753,-0.0403056,0
364636,dog,mean_no_cls,0.015125057,-0.031949036,0
364636,dog,mean_with_cls,0.015107602,-0.03194939,0
255664,dog,cls,-0.018953737,-0.03802506,0
255664,dog,mean_no_cls,0.010936806,-0.03266138,0
255664,dog,mean_with_cls,0.0109026665,-0.032677803,0
462728,dog,cls,-0.0026952103,-0.012445988,0
462728,dog,mean_no_cls,0.016133165,-0.026493104,0
462728,dog,mean_with_cls,0.01612332,-0.02649388,0
79229,dog,cls,-0.0024472508,-0.029493883,0
79229,dog,mean_no_cls,0.015984856,-0.02395676,0
79229,dog,mean_with_cls,0.01597615,-0.023933902,0
292330,dog,cls,0.011346191,-0.013804799,0
292330,dog,mean_no_cls,0.012252368,-0.034686968,0
292330,dog,mean_with_cls,0.0122618675,-0.034682937,0
57760,dog,cls,-0.010950515,-0.034411535,0
57760,dog,mean_no_cls,0.016567543,-0.027495753,0
57760,dog,mean_with_cls,0.016550656,-0.027508017,0
262938,dog,cls,-0.004588169,-0.03024057,0
262938,dog,mean_no_cls,0.010377492,-0.03962801,0
262938,dog,mean_with_cls,0.010357119,-0.03964671,0
479155,dog,cls,-0.014992056,-0.024648128,0
479155,dog,mean_no_cls,0.0123941,-0.0370232,0
479155,dog,mean_with_cls,0.012364691,-0.037024997,0
494869,dog,cls,-0.009825321,-0.02675227,0
494869,dog,mean_no_cls,0.0131153865,-0.034297798,0
494869,dog,mean_with_cls,0.013096511,-0.034299992,0
471789,dog,cls,-0.019557608,-0.052152216,0
471789,dog,mean_no_cls,0.014158868,-0.035791133,0
471789,dog,mean_with_cls,0.014120404,-0.035812046,0
365207,dog,cls,-0.0038934192,-0.016311806,0
365207,dog,mean_no_cls,0.017607143,-0.032450214,0
365207,dog,mean_with_cls,0.01759521,-0.032435402,0
65485,dog,cls,-0.03201404,-0.047105014,0
65485,dog,mean_no_cls,0.013737854,-0.028645638,0
65485,dog,mean_with_cls,0.013693217,-0.028641839,0
81766,dog,cls,-0.0077059343,-0.02966129,0
81766,dog,mean_no_cls,0.009929,-0.03760203,0
81766,dog,mean_with_cls,0.009919379,-0.037606012,0
139099,dog,cls,-0.00056199066,-0.012873693,0
139099,dog,mean_no_cls,0.010756733,-0.0427555,0
139099,dog,mean_with_cls,0.01075115,-0.042731754,0
289343,dog,cls,0.004991062,-0.016635802,0
289343,dog,mean_no_cls,0.01536852,-0.03807587,0
289343,dog,mean_with_cls,0.015368808,-0.038027827,0
261161,dog,cls,-0.016062366,-0.028258003,0
261161,dog,mean_no_cls,0.014172816,-0.03824344,0
261161,dog,mean_with_cls,0.014153233,-0.03825029,0
412240,dog,cls,-0.0127293635,-0.019680554,0
412240,dog,mean_no_cls,0.007937344,-0.042897284,0
412240,dog,mean_with_cls,0.007910189,-0.042902973,0
361571,dog,cls,-0.01937108,-0.042964876,0
361571,dog,mean_no_cls,0.0089928685,-0.038210973,0
361571,dog,mean_with_cls,0.008966133,-0.038244724,0
482917,dog,cls,-0.004564438,-0.01622311,0
482917,dog,mean_no_cls,0.009885021,-0.037859466,0
482917,dog,mean_with_cls,0.0098603945,-0.037866518,0
80153,dog,cls,-0.019409372,-0.034628984,0
80153,dog,mean_no_cls,0.0141657265,-0.03120941,0
80153,dog,mean_with_cls,0.014132899,-0.031222444,0
371699,dog,cls,-0.001983767,-0.010616118,0
371699,dog,mean_no_cls,0.014113469,-0.034303576,0
371699,dog,mean_with_cls,0.0140943285,-0.034286685,0
138492,dog,cls,-0.012904666,-0.039118808,0
138492,dog,mean_no_cls,0.012294384,-0.032660708,0
138492,dog,mean_with_cls,0.012260314,-0.03268045,0
579321,dog,cls,0.0047458513,-0.01066446,0
579321,dog,mean_no_cls,0.0136317145,-0.03706193,0
579321,dog,mean_with_cls,0.013625176,-0.03705599,0
472375,dog,cls,-0.015774012,-0.032594644,0
472375,dog,mean_no_cls,0.010390625,-0.039416693,0
472375,dog,mean_with_cls,0.010356662,-0.039430283,0
88951,dog,cls,-0.004234879,-0.016004795,0
88951,dog,mean_no_cls,0.011443822,-0.039817214,0
88951,dog,mean_with_cls,0.011436531,-0.03980141,0
309938,dog,cls,-0.0105257,-0.017566146,0
309938,dog,mean_no_cls,0.01682437,-0.03570953,0
309938,dog,mean_with_cls,0.016802501,-0.035706952,0
205834,dog,cls,-0.02307498,-0.03185658,0
205834,dog,mean_no_cls,0.013786405,-0.034310926,0
205834,dog,mean_with_cls,0.013751803,-0.03432048,0
421455,dog,cls,0.007456135,-0.0049466183,0
421455,dog,mean_no_cls,0.011661625,-0.03775648,0
421455,dog,mean_with_cls,0.011660045,-0.037716933,0
555005,dog,cls,-0.0130939735,-0.035994634,0
555005,dog,mean_no_cls,0.012906562,-0.03875304,0
555005,dog,mean_with_cls,0.012885986,-0.038760826,0
505573,dog,cls,-0.009287352,-0.025294421,0
505573,dog,mean_no_cls,0.012570649,-0.0376281,0
505573,dog,mean_with_cls,0.01254897,-0.037632667,0
151962,dog,cls,-0.009247918,-0.026295643,0
151962,dog,mean_no_cls,0.013844162,-0.03222116,0
151962,dog,mean_with_cls,0.0138306655,-0.032205787,0
131273,dog,cls,-0.021948611,-0.032735772,0
131273,dog,mean_no_cls,0.012554776,-0.03996937,0
131273,dog,mean_with_cls,0.012522349,-0.039982647,0
318238,dog,cls,-0.010261664,-0.050367825,0
318238,dog,mean_no_cls,0.009399426,-0.04102507,0
318238,dog,mean_with_cls,0.00937865,-0.041033942,0
375278,dog,cls,0.0015442151,-0.017045718,0
375278,dog,mean_no_cls,0.010711774,-0.040670447,0
375278,dog,mean_with_cls,0.010705505,-0.040670555,0
263463,dog,cls,0.004049411,-0.026555864,0
263463,dog,mean_no_cls,0.010867471,-0.037726104,0
263463,dog,mean_with_cls,0.010851145,-0.0376937,0
329219,dog,cls,-0.02291972,-0.030818295,0
329219,dog,mean_no_cls,0.012714542,-0.032869194,0
329219,dog,mean_with_cls,0.012677979,-0.032891557,0
219578,dog,cls,-0.015532493,-0.027470786,0
219578,dog,mean_no_cls,0.010359837,-0.03635633,0
219578,dog,mean_with_cls,0.0103393365,-0.03637714,0
291664,dog,cls,-0.016266873,-0.044069476,0
291664,dog,mean_no_cls,0.013192319,-0.032620557,0
291664,dog,mean_with_cls,0.013155136,-0.03264502,0
575357,dog,cls,-0.0102204615,-0.03483384,0
575357,dog,mean_no_cls,0.015082458,-0.02926313,0
575357,dog,mean_with_cls,0.01505672,-0.029281596,0
225670,dog,cls,-0.020527825,-0.03856791,0
225670,dog,mean_no_cls,0.016126134,-0.02838578,0
225670,dog,mean_with_cls,0.016094951,-0.028402762,0
324158,dog,cls,0.0051682442,-0.0143514965,0
324158,dog,mean_no_cls,0.015341703,-0.030969415,0
324158,dog,mean_with_cls,0.015342312,-0.030936887,0
273232,dog,cls,-0.013100327,-0.023532331,0
273232,dog,mean_no_cls,0.01590234,-0.030704852,0
273232,dog,mean_with_cls,0.015876286,-0.030707099,0
64868,dog,cls,-0.0064541027,-0.007464012,0
64868,dog,mean_no_cls,0.010876119,-0.03831861,0
64868,dog,mean_with_cls,0.010863596,-0.03829632,0
407083,dog,cls,0.0014705104,-0.018414162,0
407083,dog,mean_no_cls,0.012799547,-0.037328996,0
407083,dog,mean_with_cls,0.012790781,-0.037301987,0
297830,dog,cls,-0.009163545,-0.034755975,0
297830,dog,mean_no_cls,0.01724343,-0.028224241,0
297830,dog,mean_with_cls,0.017230814,-0.028247545,0
68078,dog,cls,0.004821136,-0.01214036,0
68078,dog,mean_no_cls,0.012243921,-0.0388531,0
68078,dog,mean_with_cls,0.012250131,-0.038798057,0
139872,dog,cls,-0.018818544,-0.029087828,0
139872,dog,mean_no_cls,0.0137458155,-0.033634625,0
139872,dog,mean_with_cls,0.013721338,-0.033650003,0
452891,dog,cls,-0.006514947,-0.020707585,0
452891,dog,mean_no_cls,0.01715989,-0.03347201,0
452891,dog,mean_with_cls,0.017135674,-0.033484973,0
107226,dog,cls,-0.0057822983,-0.035118286,0
107226,dog,mean_no_cls,0.009097708,-0.045632794,0
107226,dog,mean_with_cls,0.009085036,-0.045607325,0
512836,dog,cls,-0.026981879,-0.044351637,0
512836,dog,mean_no_cls,0.013672218,-0.03819521,0
512836,dog,mean_with_cls,0.013623626,-0.038207807,0
29393,dog,cls,-0.037724305,-0.045212377,0
29393,dog,mean_no_cls,0.013492021,-0.036953148,0
29393,dog,mean_with_cls,0.013434436,-0.036995534,0
355905,dog,cls,-0.037603382,-0.06410284,0
355905,dog,mean_no_cls,0.013339473,-0.032597445,0
355905,dog,mean_with_cls,0.013289005,-0.032642506,0
564280,dog,cls,-0.0011416608,-0.009941469,0
564280,dog,mean_no_cls,0.012125262,-0.0371145,0
564280,dog,mean_with_cls,0.01210945,-0.03711525,0
49269,dog,cls,-0.019154606,-0.03787995,0
49269,dog,mean_no_cls,0.014677031,-0.029306198,0
49269,dog,mean_with_cls,0.014653048,-0.029314654,0
185250,dog,cls,-0.011882191,-0.037013125,0
